timestamps node_ids
8524.898083054484 41
8554.791097943444 29
8560.051693103951 55
8561.107536408486 47
8566.46018193952 10
8568.212605747245 6
8585.462789837473 47
8590.157911488142 16
8603.184455622342 34
8605.915889520558 6
8608.718899169982 23
8614.961058781533 48
8679.120582655974 27
8681.376365847484 25
8685.049690279748 58
8701.615397136089 57
8732.322870607682 60
8740.510494209884 48
8743.876655517464 23
8749.00436441606 49
8792.213699134563 6
8825.30564730002 49
8828.559059573527 3
8832.02075915971 39
8903.53703628952 6
8914.61639323069 35
8931.846244960003 56
8937.21200272886 31
8951.88649735236 45
8952.563899917615 11
8960.70731291374 8
9008.953929808114 14
9016.986693448502 61
9017.45693810061 45
9017.86382777659 52
9050.28544344921 28
9103.001404350884 17
9120.258779142554 15
9130.15922405851 53
9148.19886494577 39
9182.47166184847 39
9183.989944040042 35
9188.046187367376 41
9199.546369765187 16
9223.565465192896 26
9244.001655596421 22
9257.547559017887 33
9261.348628452468 20
9269.154995393694 62
9272.651792325541 42
9312.963168922552 52
9341.5367039983 36
9347.717381543933 16
9364.478779027333 17
9372.959668285626 38
9391.119194007708 26
9396.437427129487 27
9401.039708216895 25
9453.291913071129 38
9467.457008391033 56
9483.979214219193 42
9497.46688849727 29
9497.505226738978 14
9515.504796032072 51
9532.17577189941 25
9536.761365602506 17
9538.9126892825 17
9544.489682280613 52
9553.557199561466 16
9559.296715272423 7
9569.033439820814 59
9575.134386541158 3
9595.428674604753 23
9602.367512158715 9
9607.730416687335 1
9613.009514253985 32
9620.715407641137 61
9636.363050053995 39
9636.97436010018 2
9700.079757074041 54
9712.813336037974 45
9714.600966751354 13
9741.591983698194 48
9784.517763175798 42
9797.321446338477 43
9807.54873817329 6
9811.007098353704 6
9821.059272953398 27
9831.422398647263 5
9867.808973517562 37
9887.198222670519 17
9895.227789526909 46
9900.145047613729 10
9912.95105236906 46
9931.443947910677 22
9954.512602277517 15
9966.115841536084 2
9981.363382213945 50
9982.811340983075 36
